"DOI","Title","Abstract","Journal","Authors","Keywords","Institute of Origin","Funding","Enrichment Status"
"10.1039/D2SC06359J","The spatial distribution of cobalt phthalocyanine and copper nanocubes controls the selectivity towards C2 products in tandem electrocatalytic CO2 reduction","N/A","N/A","Min Wang, Anna Loiudice, Valery Okatenko, Ian D. Sharp, Raffaella Buonsanti","","","N/A","Success"
"10.1039/D2SC03449B","Stereomutation and chiroptical bias in the kinetically controlled supramolecular polymerization of cyano-luminogens","N/A","N/A","Lucía López‐Gandul, Cristina Naranjo, Cecilia Sánchez, Rafael Rodríguez, Fátima Aparicio, Rafael Gomez, Jeanne Crassous, Luis Sánchez","","","N/A","Success"
"10.1039/D2SC03745A","Dynamic kinetic resolution of γ,γ-disubstituted indole 2-carboxaldehydesviaNHC-Lewis acid cooperative catalysis for the synthesis of tetracyclic ε-lactones","N/A","N/A","Kuruva Balanna, Soumen Barik, Sayan Shee, Rajesh G. Gonnade, Matteo Zanda","","","N/A","Success"
"10.1039/D3SC06651G","Förster Resonance Energy Transfer within Single Chain Nanoparticles","N/A","N/A","Patrick H. Maag, Florian Feist, Hendrik Frisch, Peter W. Roesky, Christopher Barner‐Kowollik","","","N/A","Success"
"10.1039/D2SC04701B","Calculation of exchange couplings in the electronically excited state of molecular three-spin systems","N/A","N/A","Michael Franz, Frank Neese, Sabine Richert","","","N/A","Success"
"10.1039/D1SC00814E","Glycan–protein cross-linking mass spectrometry reveals sialic acid-mediated protein networks on cell surfaces","N/A","N/A","Yixuan Xie, Siyu Chen, Qiongyu Li, Ying Sheng, Michael Russelle Alvarez, Joeriggo Reyes, Gege Xu, Kemal Solakyildirim, Carlito B. Lebrilla","","","N/A","Success"
"10.1039/D1SC01159F","Alloying a single and a double perovskite: a Cu+/2+ mixed-valence layered halide perovskite with strong optical absorption","N/A","N/A","Bridget A. Connor, Rebecca W. Smaha, Jiayi Li, Aryeh Gold‐Parker, Alexander J. Heyer, Michael F. Toney, Young S. Lee, Hemamala I. Karunadasa","","","N/A","Success"
"10.1039/D3SC01240A","A highly enantioselective intramolecular 1,3-dipolar cycloaddition yields novel pseudo-natural product inhibitors of the Hedgehog signalling pathway","N/A","N/A","Jie Liu, Ruirui Zhang, Shubhadip Mallick, Sohan Patil, Chantal Wientjens, Jana Flegel, Anna Krupp, Carsten Strohmann, Corentin Grassin, Christian Merten, Axel Pahl, Michael Grigalunas, Herbert Waldmann","","","N/A","Success"
"10.1039/D1SC05697B","Size-dependent compression of threaded alkyldiphosphate in head to head cyclodextrin [3]pseudorotaxanes","N/A","N/A","Jérémy Scelle, Hugo Vervoitte, Laurent Bouteiller, Lise‐Marie Chamoreau, Matthieu Sollogoub, Guillaume Vives, Bernold Hasenknopf","","","N/A","Success"
"10.1039/D2SC02355E","Intra Q-body: an antibody-based fluorogenic probe for intracellular proteins that allows live cell imaging and sorting","N/A","N/A","Yancen Dai, Yuko Sato, Bo Zhu, Tetsuya Kitaguchi, Hiroshi Kimurâ, Farid J. Ghadessy, Hiroshi Ueda","","","N/A","Success"
"10.1039/D1SC00044F","Asymmetric systematic synthesis, structures, and (chir)optical properties of a series of dihetero[8]helicenes","N/A","N/A","Tomoyuki Yanagi, Takayuki Tanaka, Hideki Yorimitsu","","","N/A","Success"
"10.1039/D3SC02151C","Structural and dimensional control of porphyrin capsules using Group 15 tris(3-pyridyl) linkers","N/A","N/A","Álvaro García‐Romero, Daniel Miguel, Dominic S. Wright, Celedonio M. Álvarez, Raúl García‐Rodríguez","","","N/A","Success"
"10.1039/D1SC00450F","Reversible metathesis of ammonia in an acyclic germylene–Ni0 complex","N/A","N/A","Philip M. Keil, Tibor Szilvási, Terrance J. Hadlington","","","N/A","Success"
"10.1039/D2SC04846A","ThC2@C82versusTh@C84: unexpected formation of triangular thorium carbide cluster inside fullerenes","N/A","N/A","Yi Shen, Xiaojuan Yu, Qingyu Meng, Yang‐Rong Yao, Jochen Autschbach, Ning Chen","","","N/A","Success"
"10.1039/D2SC01542K","Biocatalytic cascades and intercommunicated biocatalytic cascades in microcapsule systems","N/A","N/A","Pu Zhang, Amit Fischer, Yu Ouyang, Jianbang Wang, Yang Sung Sohn, Ola Karmi, Rachel Nechushtai, Itamar Willner","","","N/A","Success"
"10.1039/D2SC00395C","Chiral proline-substituted porous organic cages in asymmetric organocatalysis","N/A","N/A","Ning Xu, Kongzhao Su, El-Sayed M. El-Sayed, Zhanfeng Ju, Daqiang Yuan","","","N/A","Success"
"10.1039/D3SC01365K","Unprecedented perspectives on the application of CinNapht fluorophores provided by a “late-stage” functionalization strategy","N/A","N/A","Arnaud Chevalier, Minh‐Duc Hoang, Minh‐Duc Hoang, Benoît Keromnes, Elsa Van Eslande, Elsa Van Elslande, Philippe Durand, Arnaud Chevalier","","","N/A","Success"
"10.1039/D3SC05735F","Non-invasive single cell aptasensing in live cells and animals","N/A","N/A","Eiman A. Osman, Thomas P. Rynes, Yitao Wang, K Mruk, Maureen McKeague","","","N/A","Success"
"10.1039/D3SC00164D","Blue-emitting InP quantum dots participate in an efficient resonance energy transfer process in water","N/A","N/A","Pradyut Roy, Mishika Virmani, Pramod P. Pillai","","","N/A","Success"
"10.1039/D1SC03962H","Coordination-bond-directed synthesis of hydrogen-bonded organic frameworks from metal–organic frameworks as templates","N/A","N/A","Jian Su, Shuai Yuan, Yi-Xun Cheng, Zhimei Yang, Jing‐Lin Zuo","","","N/A","Success"
"10.1039/D1SC01662H","Low power threshold photochemical upconversion using a zirconium(iv) LMCT photosensitizer","N/A","N/A","Mo Yang, Sara Sheykhi, Yu Zhang, Carsten Milsmann, Felix N. Castellano","","","N/A","Success"
"10.1039/D2SC06584C","The impact of SARS-CoV-2 3CL protease mutations on nirmatrelvir inhibitory efficiency. Computational insights into potential resistance mechanisms","N/A","N/A","Carlos A. Ramos‐Guzmán, Milorad Andjelkovic, Kirill Zinovjev, J. Javier Ruiz‐Pernía, Iñaki Tuñón","","","N/A","Success"
"10.1039/D3SC04017H","Transient co-assemblies of micron-scale colloids regulated by ATP-fueled reaction networks","N/A","N/A","Charu Sharma, Aritra Sarkar, Andreas Walther","","","N/A","Success"
"10.1039/D1SC01802G","Rigid, biconical hydrogen-bonded dimers that strongly encapsulate cationic guests in solution and the solid state","N/A","N/A","Jordan N. Smith, Courtney Ennis, Nigel T. Lucas","","","N/A","Success"
"10.1039/D0SC07058K","Pressure-induced phosphorescence enhancement and piezochromism of a carbazole-based cyclic trinuclear Cu(i) complex","N/A","N/A","Mo Xie, Xiaoru Chen, Kun Wu, Zhou Lü, Kai Wang, Nan Li, Rong‐Jia Wei, Shun‐Ze Zhan, Guo‐Hong Ning, Bo Zou, Dan Li","","","N/A","Success"
"10.1039/D3SC03623E","Stretchable, recyclable thermosets via photopolymerization and 3D printing of hemiacetal ester-based resins","N/A","N/A","You-Chi Mason Wu, Gloria Chyr, Hyunchang Park, Anna Makar-Limanov, Yuran Shi, Joseph M. DeSimone, Zhenan Bao","","","N/A","Success"
"10.1039/D3SC03203E","A host potassiophilicity strategy for unprecedentedly stable and safe K metal batteries","N/A","N/A","Zhibin Li, Liang Ma, Kai Han, Yingying Ji, Junpeng Xie, Likun Pan, Jinliang Li, Wenjie Mai","","","N/A","Success"
"10.1039/D2SC00670G","Stronger together for in-cell translation: natural and unnatural base modified mRNA","N/A","N/A","Lisa Bornewasser, Christof Domnick, Stephanie Kath‐Schorr","","","N/A","Success"
"10.1039/D1SC05893B","Design of well-defined shell–core covalent organic frameworks/metal sulfide as an efficient Z-scheme heterojunction for photocatalytic water splitting","N/A","N/A","Yan Wang, Zhao Hu, Wei Wang, Haichuan He, You‐Nian Liu, Yi Zhang, Jianhan Huang, Ning Zhao, Guipeng Yu, You‐Nian Liu","","","N/A","Success"
"10.1039/D1SC05937H","The role of cooling rate in crystallization-driven block copolymer self-assembly","N/A","N/A","Shaofei Song, Jingjie Jiang, Ehsan Nikbin, Jane Y. Howe, Ian Manners, Mitchell A. Winnik","","","N/A","Success"
"10.1039/D3SC06538C","On the Engineering of Reductase-Based-Monooxygenase Activity in CYP450 Peroxygenases","N/A","N/A","Shalini Yadav, Sason Shaik, Kshatresh Dutta Dubey","","","N/A","Success"
"10.1039/D3SC03266C","Chiral gem-difluoroalkyl reagents: gem-difluoroalkyl propargylic borons and gem-difluoroalkyl α-allenols","N/A","N/A","Hui-Na Zou, Meng-Lin Huang, Ming‐Yao Huang, Yu‐Xuan Su, Jingwei Zhang, Xinyu Zhang, Shou‐Fei Zhu","","","N/A","Success"
"10.1039/D0SC06528E","Molecular recognition of SARS-CoV-2 spike glycoprotein: quantum chemical hot spot and epitope analyses","N/A","N/A","Chiduru Watanabe, Yoshio Okiyama, Shigenori Tanaka, Kaori Fukuzawa, Teruki Honma","","","N/A","Success"
"10.1039/D0SC03226C","Nernstian Li+ intercalation into few-layer graphene and its use for the determination of K+ co-intercalation processes","N/A","N/A","Jingshu Hui, A. Nijamudheen, Dipobrato Sarbapalli, Changrong Xia, Zihan Qu, Jose L. Mendoza‐Cortes, Joaquín Rodríguez‐López","","","N/A","Success"
"10.1039/D0SC04978F","A microscopic description of SARS-CoV-2 main protease inhibition with Michael acceptors. Strategies for improving inhibitor design","N/A","N/A","Carlos A. Ramos‐Guzmán, J. Javier Ruiz‐Pernía, Iñaki Tuñón","","","N/A","Success"
"10.1039/D2SC05438H","Construction of multiphasic membraneless organelles towards spontaneous spatial segregation and directional flow of biochemical reactions","N/A","N/A","Fariza Zhorabek, Manisha Sandupama Abesekara, Jianhui Liu, Xin Dai, Jinqing Huang, Ying Chau","","","N/A","Success"
"10.1039/D0SC03364B","Synthetic and computational assessment of a chiral metal–organic framework catalyst for predictive asymmetric transformation","N/A","N/A","J. Canivet, Elise Bernoud, Jonathan Bonnefoy, Alexandre Legrand, Tanya K. Todorova, Elsje Alessandra Quadrelli, Caroline Mellot‐Draznieks","","","N/A","Success"
"10.1039/D1SC05892D","Computationally driven discovery of SARS-CoV-2 Mproinhibitors: from design to experimental validation","N/A","N/A","Léa El Khoury, Zhifeng Jing, Alberto Cuzzolin, Alessandro Deplano, Daniele Loco, Boris Sattarov, Florent Hédin, Sebastian Wendeborn, Chris Ho, Dina El Ahdab, Théo Jaffrelot Inizan, Mattia Sturlese, Alice Sosic, Martina Volpiana, Angela Lugato, Marco Barone, Barbara Gatto, Maria Ludovica Macchia, Massimo Bellanda, Roberto Battistutta, Cristiano Salata, Ivan S. Kondratov, Rustam T. Iminov, A. R. Khairulin, Yaroslav Mykhalonok, Anton Pochepko, Volodymyr Chashka-Ratushnyi, Iaroslava Kos, Stefano Moro, Matthieu Montès, Pengyu Ren, Jay W. Ponder, Louis Lagardère, Jean‐Philip Piquemal, Davide Sabbadin","","","N/A","Success"
"10.1039/D0SC02592E","Redox mediators accelerate electrochemically-driven solubility cycling of molecular transition metal complexes","N/A","N/A","Katherine J. Lee, Kunal Lodaya, Cole T. Gruninger, Eric S. Rountree, Jillian L. Dempsey","","","N/A","Success"
"10.1039/D3SC03785A","Catalytic olefin metathesis in blood","N/A","N/A","Igor Nasibullin, Hirosuke Yoshioka, Akari Mukaimine, Akiko Nakamura, Yuriko Kusakari, Tsung‐Che Chang, Katsunori Tanaka","","","N/A","Success"
"10.1039/D3SC00838J","Photoinduced crystal melting with luminescence evolution based on conformational isomerisation","N/A","N/A","Mao Komura, Hikaru Sotome, Hiroshi Miyasaka, Takuji Ogawa, Yosuke Tani","","","N/A","Success"
"10.1039/D4SC01850H","Unlocking the chemical environment of nitrogen in perovskite-type oxides","N/A","N/A","Shunsuke Shimizu, Tadashi Yoshii, Ginga Nishikawa, Jing‐Wen Wang, Shu Yin, Eiichi Kobayashi, Hirotomo Nishihara","","","N/A","Success"
"10.1039/D1SC05034F","Unveiling ultrafast dynamics in bridged bimetallic complexes using optical and X-ray transient absorption spectroscopies","N/A","N/A","Michael W. Mara, Brian T. Phelan, Zhu‐Lin Xie, Tae Wu Kim, Darren J. Hsu, Xiaolin Liu, Andrew J. Valentine, Pyosang Kim, Xiaosong Li, Shin‐ichi Adachi, Tetsuo Katayama, Karen L. Mulfort, Lin X. Chen","","","N/A","Success"
"10.1039/D3SC02978F","Organocatalyst-mediated, pot-economical total synthesis of latanoprost","N/A","N/A","Genki Kawauchi, Yurina Suga, Shunsuke Toda, Yujiro Hayashi","","","N/A","Success"
"10.1039/D3SC04976K","Use of pyridazinediones for tuneable and reversible covalent cysteine modification applied to peptides, proteins and hydrogels","N/A","N/A","Léa N. C. Rochet, Calise Bahou, Jonathan P. Wojciechowski, Ilias Koutsopetras, Phyllida Britton, Richard J. Spears, Ioanna A. Thanasi, Baihao Shao, Lisha Zhong, Dejan‐Krešimir Bučar, Abil E. Aliev, Michael J. Porter, Molly M. Stevens, James R. Baker, Vijay Chudasama","","","N/A","Success"
"10.1039/D3SC02288A","Outer coordination sphere influences on cofactor maturation and substrate oxidation by cytochrome P460","N/A","N/A","Melissa M. Bollmeyer, Sean H. Majer, Rachael E. Coleman, Kyle M. Lancaster","","","N/A","Success"
"10.1039/D4SC02841D","Fast, Efficient, Narrowband Room-Temperature Phosphorescence from Metal-Free 1,2-Diketones: Rational Design and Mechanism","N/A","N/A","Yosuke Tani, Kiyoshi Miyata, Eric Ou, Yuya Oshima, Mao Komura, Morihisa Terasaki, Shuji Kimura, Takumi Ehara, Kazuki Kubo, Ken Onda, Takuji Ogawa","","","N/A","Success"
"10.1039/D3SC03616B","Benchmarking the placement of hydrosulfide in the Hofmeister series using a bambus[6]uril-based ChemFET sensor","N/A","N/A","Grace M. Kuhl, Douglas H. Banning, Hazel A. Fargher, Willow A. Davis, Madeline M. Howell, Lev N. Zakharov, Michael D. Pluth, Darren W. Johnson","","","N/A","Success"
"10.1039/D1SC02150H","Combining machine learning and high-throughput experimentation to discover photocatalytically active organic molecules","N/A","N/A","Xiaobo Li, Phillip M. Maffettone, Yu Che, Tao Liu, Linjiang Chen, Andrew I. Cooper","","","N/A","Success"
"10.1039/D3SC03909A","New sustainable polymers and oligomers for Cultural Heritage conservation","N/A","N/A","Damiano Bandelli, Rosangela Mastrangelo, Giovanna Poggi, David Chelazzi, Piero Baglioni","","","N/A","Success"
"10.1039/D2SC04961A","A crystal growth kinetics guided Cu aerogel for highly efficient CO2electrolysis to C2+alcohols","N/A","N/A","Pengsong Li, Jiahui Bi, Jiyuan Liu, Qinggong Zhu, Chunjun Chen, Xiaofu Sun, Jianling Zhang, Zhimin Liu, Buxing Han","","","N/A","Success"
"10.1039/D3SC04727J","Kinetically-driven reactivity of sulfinylamines enables direct conversion of carboxylic acids to sulfinamides","N/A","N/A","Hang T. Dang, Arka Porey, Sachchida Nand, Ramon Trevino, Patrick Manning-Lorino, William B. Hughes, Seth O. Fremin, William T. Thompson, Shree Krishna Dhakal, Hadi D. Arman, Armin de Meijere","","","N/A","Success"
"10.1039/D0SC06285E","Traceless parallel peptide purification by a first-in-class reductively cleavable linker system featuring a safety-release","N/A","N/A","Robert Zitterbart, Nadja Berger, Oliver Reimann, Gavin T. Noble, Stephan Lüdtke, Dominik Sarma, Oliver Seitz","","","N/A","Success"
"10.1039/D2SC04630J","The three-center two-positron bond","N/A","N/A","Jorge Charry, Félix Moncada, Matteo Barborini, Laura Pedraza‐González, Márcio T. do N. Varella, Alexandre Tkatchenko, Andrés Reyes","","","N/A","Success"
"10.1039/D4SC04582C","Direct evidence for ligand-enhanced activity of Cu(i) sites","Cu(i) sites enhance their activity upon coordination with oxygen-donor ligands, as demonstrated by infrared photodissociation spectroscopy and ab initio calculations.","Chemical Science","Elvira Gouatieu Dongmo, Shabnam Haque, Florian Kreuter, Toshiki Wulf, Jiaye Jin, Ralf Tonner-Zech, Thomas Heine, Knut R. Asmis","","N/A","N/A","Already Complete"
"10.1039/D1SC05208J","HydroFlipper membrane tension probes: imaging membrane hydration and mechanical compression simultaneously in living cells","N/A","N/A","José García‐Calvo, Javier López‐Andarias, Jimmy Maillard, Vincent Mercier, Chloé Roffay, Aurélien Roux, Alexandre Fürstenberg, Naomi Sakai, Stefan Matile","","","N/A","Success"
"10.1039/D1SC04265C","The solvation structure, transport properties and reduction behavior of carbonate-based electrolytes of lithium-ion batteries","N/A","N/A","Thomas Y. Hou, Kara D. Fong, Jingyang Wang, Kristin A. Persson","","","N/A","Success"
"10.1039/D3SC06107H","Replica Exchange Molecular Dynamics for Li-intercalation in Graphite: A new solution for an old problem","N/A","N/A","Heesoo Park, David S. Wragg, Alexey Y. Koposov","","","N/A","Success"
"10.1039/D2SC02358J","Towards clustered carbonyl cations [M3(CO)14]2+ (M = Ru, Os): the need for innocent deelectronation","N/A","N/A","Malte Sellin, Christian Friedmann, Maximilian Mayländer, Sabine Richert, Ingo Krossing","","","N/A","Success"
"10.1039/D1SC05077J","Towards developing novel and sustainable molecular light-to-heat converters","N/A","N/A","Temitope T. Abiola, Benjamin Rioux, Josene M. Toldo, Jimmy Alarcan, Jack M. Woolley, Matthew A. P. Turner, Daniel J. L. Coxon, Mariana T. do Casal, Cédric Peyrot, Matthieu M. Mention, Wybren Jan Buma, Michael N. R. Ashfold, Albert Braeuning, Mario Barbatti, Vasilios G. Stavros, Florent Allais","","","N/A","Success"
"10.1039/D0SC02675A","Structure–activity relationships in well-defined conjugated oligomer photocatalysts for hydrogen production from water","N/A","N/A","Catherine M. Aitchison, Michael Sachs, Marc A. Little, Liam Wilbraham, Nick J. Brownbill, Christopher M. Kane, Frédéric Blanc, Martijn A. Zwijnenburg, James R. Durrant, Reiner Sebastian Sprick, Andrew I. Cooper","","","N/A","Success"
"10.1039/D0SC06083F","Targeted 1,3-dipolar cycloaddition with acrolein for cancer prodrug activation","N/A","N/A","Ambara R. Pradipta, Peni Ahmadi, Kazuki Terashima, Kyohei Muguruma, Morimitsu Fujii, Tomoya Ichino, Satoshi Maeda, Katsunori Tanaka","","","N/A","Success"
"10.1039/D1SC05353A","Spatiotemporal dynamics of self-assembled structures in enzymatically induced agonistic and antagonistic conditions","N/A","N/A","Priyanka Sharma, Ekta Shandilya, Surinder K. Brar, Rishi Ram Mahato, Subhabrata Maiti","","","N/A","Success"
"10.1039/D1SC05127J","Toward benchmarking theoretical computations of elementary rate constants on catalytic surfaces: formate decomposition on Au and Cu","N/A","N/A","Eri Muramoto, Wei Chen, Xiwen Jia, C. M. Friend, Philippe Sautet, R. J. Madix","","","N/A","Success"
"10.1039/D2SC01555B","Site specific NMR characterization of abeta-40 oligomers cross seeded by abeta-42 oligomers","N/A","N/A","Han‐Wen Chang, Ho-I. Ma, Yishan Wu, Ming‐Che Lee, Eric Chung‐Yueh Yuan, Shing‐Jong Huang, Yu-Sheng Cheng, Meng‐Hsin Wu, Ling‐Hsien Tu, Jerry C. C. Chan","","","N/A","Success"
"10.1039/D1SC04676D","Coinage metal aluminyl complexes: probing regiochemistry and mechanism in the insertion and reduction of carbon dioxide","N/A","N/A","Caitilín McManus, Jamie Hicks, Xianlu Cui, Lili Zhao, Gernot Frenking, José M. Goicoechea, Simon Aldridge","","","N/A","Success"
"10.1039/D3SC02985A","Triplet states in the reaction center of Photosystem II","N/A","N/A","Sinjini Bhattacharjee, Frank Neese, Dimitrios A. Pantazis","","","N/A","Success"
"10.1039/D1SC04825B","Enzyme-activated near-infrared fluorogenic probe with high-efficiency intrahepatic targeting ability for visualization of drug-induced liver injury","N/A","N/A","Yong Zhang, Xueqian Chen, Qing Yuan, Yongning Bian, Mingrui Li, Yaling Wang, Xueyun Gao, Dongdong Su","","","N/A","Success"
"10.1039/D2SC03754H","Selective and high-rate CO2 electroreduction by metal-doped covalent triazine frameworks: a computational and experimental hybrid approach","N/A","N/A","Shintaro Kato, Takuya Hashimoto, Kazuyuki Iwase, Takashi Harada, Shuji Nakanishi, Kazuhide Kamiya","","","N/A","Success"
"10.1039/D3SC02549G","Polymer up-cycling by mangana-electrocatalytic C(sp3)–H azidation without directing groups","N/A","N/A","Isaac Maksso, Ramesh C. Samanta, Yifei Zhan, Kai Zhang, Svenja Warratz, Lutz Ackermann","","","N/A","Success"
"10.1039/D1SC04943G","Silicon – single molecule – silicon circuits","N/A","N/A","Jeffrey R. Reimers, Junhao Yang, Nadim Darwish, D. S. Kosov","","","N/A","Success"
"10.1039/D2SC01799G","General electrochemical Minisci alkylation of N-heteroarenes with alkyl halides","N/A","N/A","Roberto del Río‐Rodríguez, Lorena Fragoso-Jarillo, Alberto F. Garrido‐Castro, M. Maestro, José A. Fernández‐Salas, José Alemán","","","N/A","Success"
"10.1039/D1SC03404A","Characterization of protein–ligand interactions by SABRE","N/A","N/A","Ratnamala Mandal, Pierce Pham, Christian Hilty","","","N/A","Success"
"10.1039/D4SC03734K","Stabilizing an exotic dianionic tetrazine bridge in a Ln2 metallocene","N/A","N/A","Niki Mavragani, Alexandros A. Kitos, Akseli Mansikkamäki, Muralee Murugesu","","","N/A","Success"
"10.1039/D3SC03281G","Electrochemical intercalation of rubidium into graphite, hard carbon, and soft carbon","N/A","N/A","Daisuke Igarashi, Ryoichi Tatara, Ryunosuke Fujimoto, Tomooki Hosaka, Shinichi Komaba","","","N/A","Success"
"10.1039/D0SC05718E","Quantum algorithm for alchemical optimization in material design","N/A","N/A","Panagiotis Kl. Barkoutsos, Fotios Gkritsis, Pauline J. Ollitrault, Igor O. Sokolov, Stefan Woerner, Ivano Tavernelli","","","N/A","Success"
"10.1039/D1SC02273C","Modulation of amyloid-β aggregation by metal complexes with a dual binding mode and their delivery across the blood–brain barrier using focused ultrasound","N/A","N/A","Tiffany G. Chan, Carmen L. Ruehl, Sophie V. Morse, Michelle Simon, Viktoria Rakers, Helena Watts, Francesco A. Aprile, James J. Choi, Ramón Vilar","","","N/A","Success"
"10.1039/D2SC01228F","Catalytic intramolecular aminoarylation of unactivated alkenes with aryl sulfonamides","N/A","N/A","Efrey A. Noten, Rory C. McAtee, Corey R. J. Stephenson","","","N/A","Success"
"10.1039/D0SC06132H","A rationally designed two-dimensional MoSe2/Ti2CO2 heterojunction for photocatalytic overall water splitting: simultaneously suppressing electron–hole recombination and photocorrosion","N/A","N/A","Cen‐Feng Fu, Xingxing Li, Jinlong Yang","","","N/A","Success"
"10.1039/D1SC01115D","Nickel-catalyzed asymmetric reductive aryl-allylation of unactivated alkenes","N/A","N/A","Zhiyang Lin, Youxiang Jin, Weitao Hu, Chuan Wang","","","N/A","Success"
"10.1039/D3SC03899H","Parallel kinetic resolution of aziridines via chiral phosphoric acid-catalyzed apparent hydrolytic ring-opening","N/A","N/A","Juan Liu, Yi-Ying Du, Yu‐Shi He, Yan Liang, Shangzhong Liu, Yiyi Li, Yiming Cao","","","N/A","Success"
"10.1039/D2SC02808E","Acid-base-induced fac → mer isomerization of luminescent iridium(iii) complexes","N/A","N/A","Anastasia Yu. Gitlina, Farzaneh Fadaei‐Tirani, Albert Ruggi, Carolina Plaice, Kay Severin","","","N/A","Success"
"10.1039/D3SC00651D","Total synthesis of (−)-scabrolide A and (−)-yonarolide","N/A","N/A","Nicholas J. Hafeman, Steven A. Loskot, Christopher E. Reimann, Beau P. Pritchett, Scott C. Virgil, Brian M. Stoltz","","","N/A","Success"
"10.1039/D0SC05607C","Acyclic nitronate olefin cycloaddition (ANOC): regio- and stereospecific synthesis of isoxazolines","N/A","N/A","Liang Ma, Luyao Kou, Feng Jin, Xionglve Cheng, Suyan Tao, Gangzhong Jiang, Xiaoguang Bao, Xiaobing Wan","","","N/A","Success"
"10.1039/D1SC00660F","Chemoproteomic profiling of itaconations in Salmonella","N/A","N/A","Zhang Yan-ling, Wei Qin, Dongyang Liu, Yuan Liu, Chu Wang","","","N/A","Success"
"10.1039/D2SC00676F","Metal binding and interdomain thermodynamics of mammalian metallothionein-3: enthalpically favoured Cu+supplants entropically favoured Zn2+to form Cu4+clusters under physiological conditions","N/A","N/A","Matthew R. Mehlenbacher, Rahma Elsiesy, Rabina Lakha, Rhiza Lyne E. Villones, Marina Orman, Christina L. Vizcarra, Gabriele Meloni, Dean E. Wilcox, Rachel N. Austin","","","N/A","Success"
"10.1039/D1SC03311E","Albumin-targeting of an oxaliplatin-releasing platinum(iv) prodrug results in pronounced anticancer activity due to endocytotic drug uptake in vivo","N/A","N/A","Hemma Schueffl, Sarah Theiner, Gerrit Hermann, Josef Mayr, Philipp Fronik, Diana Groza, Sushilla van Schonhooven, Luis Galvez, Nadine S. Sommerfeld, Arno Schintlmeister, Siegfried Reipert, Michael Wagner, Robert M. Mader, Gunda Koellensperger, Bernhard K. Keppler, Walter Berger, Christian R. Kowol, Anton A. Legin, Petra Heffeter","","","N/A","Success"
"10.1039/D3SC04418A","Spontaneous generation of singlet oxygen on microemulsion-derived manganese oxides with rich oxygen vacancies for efficient aerobic oxidation","N/A","N/A","Jun Tang, Junbao Chen, Zhanyu Zhang, Qincheng Ma, Xiaolong Hu, Peng Li, Zhiqiang Liu, Peixin Cui, Chenghao Wan, Qingping Ke, Lei Fu, Jeonghun Kim, Takashi Hamada, Yunqing Kang, Yusuke Yamauchi","","","N/A","Success"
"10.1039/D3SC03630H","NMR exchange dynamics studies of metal-capped cyclodextrins reveal multiple populations of host–guest complexes in solution","N/A","N/A","Elad Goren, Mark A. Iron, Yael Diskin‐Posner, Alla Falkovich, Liat Avram, Amnon Bar‐Shir","","","N/A","Success"
"10.1039/D3SC05613A","Selective poly(vinyl ether) upcycling via photooxidative degradation with visible light","N/A","N/A","Darren L. Langer, Sewon Oh, Erin E. Stache","","","N/A","Success"
"10.1039/D0SC04387G","A case of chain propagation: α-aminoalkyl radicals as initiators for aryl radical chemistry","N/A","N/A","Timothée Constantin, Fabio Juliá, Nadeem S. Sheikh, Daniele Leonori","","","N/A","Success"
"10.1039/D1SC06942J","Triazolinedione protein modification: from an overlooked off-target effect to a tryptophan-based bioconjugation strategy","N/A","N/A","Klaas Decoene, Kamil Unal, An Staes, Olivier Zwaenepoel, Jan Gettemans, Kris Gevaert, Johan M. Winne, Annemieke Madder","","","N/A","Success"
"10.1039/D3SC04955H","Exploring Local Solvation Structure of Redox Molecules in a Mixed Solvent for Increasing Seebeck Coefficient of Thermocell","N/A","N/A","Hirotaka Inoue, Hongyao Zhou, Hideo Ando, S Nakagawa, Teppei Yamada","","","N/A","Success"
"10.1039/D3SC01395B","Catalyst-free diboration and silaboration of alkenes and alkynes using bis(9-heterofluorenyl)s","N/A","N/A","Jannik Gilmer, Timo Trageser, Luis Čaić, A.V. Virovets, Michael Bolte, Hans‐Wolfram Lerner, Felipe Fantuzzi, Mat­thias Wagner","","","N/A","Success"
"10.1039/D3SC05326A","Discovery of antibacterial manganese(i) tricarbonyl complexes through combinatorial chemistry","N/A","N/A","Mirco Scaccaglia, Michael P. Birbaumer, Silvana Pinelli, Giorgio Pelosi, Angelo Frei","","","N/A","Success"
"10.1039/D1SC02170B","Bound oxygen-atom transfer endows peroxidase-mimic M–N–C with high substrate selectivity","N/A","N/A","Xinghua Chen, Lufang Zhao, Kaiqing Wu, Hong Yang, Qing Zhou, Yuan Xu, Y. Zheng, Yanfei Shen, Songqin Liu, Yuanjian Zhang","","","N/A","Success"
"10.1039/D3SC05776C","Speciation and kinetics of fluoride transfer from tetra-n-butylammonium difluorotriphenylsilicate (‘TBAT’)","N/A","N/A","Maciej M. Kucharski, Allan J. B. Watson, Guy C. Lloyd‐Jones","","","N/A","Success"
"10.1039/D2SC03511A","Conjugation between 3D and 2D aromaticity: does it really exist? The case of carborane-fused heterocycles","N/A","N/A","Daniel Buzsáki, Máté Kovács, Evelyn Hümpfner, Zsófia Harcsa-Pintér, Zsolt Kelemen","","","N/A","Success"
